,movieId,title,genres,imdbId,tmdbId,"('count', 0.5)","('count', 1.0)","('count', 1.5)","('count', 2.0)","('count', 2.5)","('count', 3.0)","('count', 3.5)","('count', 4.0)","('count', 4.5)","('count', 5.0)",total_count,percent_0.5to1,percent_4.5to5,percent_polarity,total_tails,Cluster,Plot
11,1335,Blood Beach (1981),Horror|Mystery,tt0082083,37843.0,9.0,87.0,9.0,54.0,5.0,43.0,1.0,10.0,1.0,8.0,227.0,0.42290748898678415,0.039647577092511016,0.3832599118942731,0.4625550660792952,1,"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where did it come from? And is there any chance of it reproducing? Meanwhile, David Huffman and Mariana Hill are once-almost-married old friends, reunited over the death of her mother on the beach, and searching for clues in the abandoned buildings where they used to play when they were young."
12,1383,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,tt0115471,55687.0,13.0,52.0,2.0,23.0,3.0,26.0,2.0,5.0,1.0,24.0,151.0,0.4304635761589404,0.16556291390728478,0.2649006622516556,0.5960264900662251,1,"The Russian government has collapsed. Amidst the chaos, riots, and struggle for power, a terrible weapon has leaked out. Virulent microflage, a deadly germ of the cold war has begun to spread across Eastern Europe, killing massive numbers of people. Now, in a quarantine camp set up for immigrants in 2017 Boston, one vicious murderer has the disease. Within two hours he will become violently contagious, and it is up to a team of officers in a race against time to track him down and stop him... if he doesn't kill them first."
13,1389,Jaws 3-D (1983),Action|Horror,tt0085750,17692.0,156.0,715.0,112.0,587.0,117.0,327.0,41.0,102.0,7.0,39.0,2203.0,0.39536995006808895,0.020880617339990918,0.374489332728098,0.4162505674080799,1,"Several years after Amity's former Police Chief Martin Brody electrocuted the shark at Cable Junction, his sons, Mike & Sean, are now working in different roles at Sea World Orlando. Mike is working as a park engineer and considering marriage to his girlfriend, killer whale biologist Kathryn Morgan. Sean is also involved with 1 of the park's water skiers, Kelly Ann Bukowski. Sea World is about to open a massive 'Undersea Kingdom' which will bring visitors closer to marine life than ever before. The park is accessible from the ocean by a series of gates, one of which malfunctions. A young Great White Shark swims through the gate, and when a maintenance diver heads down to fix the gate he does not return. The young Great White is captured & placed in a tank but soon dies despite Kathryn's best efforts to save it. More alarming though, is the young shark's massive, 35 foot mother which has followed the baby shark into the lagoon and killed the maintenance diver, whose body is recovered. It isn't long before the huge shark begins wreaking havoc, and Mike & Kathryn, along with Sea World manager Calvin Bouchard and photographer Phillip Fitzroyce, must find a way to eliminate the shark before they - or the guests - become the shark's next meal."
14,1433,The Machine (1994),Horror|Sci-Fi|Thriller,tt0110425,197537.0,2.0,26.0,1.0,10.0,2.0,18.0,1.0,7.0,0.0,3.0,70.0,0.4,0.042857142857142864,0.35714285714285715,0.4428571428571429,1,"The psychiatrist Marc Laxroix is a studious scientist of the brains of criminals. He has an unhappy and loveless marriage with his wife Marie Lacroix and they have a boy, Léonard Lacroix. Marc has also a mistress, Marianne, who is also his confidante. Marc has secretly built a machine to study the mind of a person to another one in his old house, but he has not tested it yet, and Marianne is the only person who knows. When the serial-killer Michel Zyto is sentenced to life in the institution where Marc works, he decides to study the mind of the psychopath. Then he brings Zyto to use the machine and their minds are exchanged. When Marc asks Zyto to press a green button to restore their minds, Zyto refuses and uses Marc's body to lock up Marc trapped in his body in the institution. Further, he goes to Marc's house to stay with his family. Will Marc retrieve his body?"
15,1490,B*A*P*S (1997),Comedy,tt0118663,18423.0,41.0,114.0,19.0,66.0,17.0,58.0,4.0,17.0,0.0,23.0,359.0,0.43175487465181056,0.06406685236768803,0.36768802228412256,0.4958217270194986,1,"Nisi and Mickey are girlfriends who work as waitresses. To get the necessary money for opening their dream restaurant they fly to California to audition for a music video. There Nisi is asked by the nephew of Mr.Blakemore's (who is video director) to act for a week as granddaughter of Lily, Mr.Blakemores one true love, whom he lost long ago and couldn't pursue because she was his family's housekeeper. They revive Blakemore's interest for life, and he teaches them to be ""Black American Princesses"" in return."
16,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,tt0120389,6499.0,180.0,354.0,29.0,85.0,21.0,46.0,10.0,13.0,2.0,30.0,770.0,0.6935064935064935,0.041558441558441565,0.6519480519480519,0.7350649350649351,1,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords."
17,1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,tt0119152,18519.0,145.0,402.0,55.0,176.0,59.0,148.0,30.0,62.0,3.0,23.0,1103.0,0.4959202175883953,0.02357207615593835,0.4723481414324569,0.5194922937443336,1,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse, who helps Max realize that whales are a little more than just cheese burgers."
18,1599,Steel (1997),Action,tt0120207,8854.0,66.0,277.0,19.0,92.0,24.0,75.0,10.0,23.0,0.0,15.0,601.0,0.5707154742096506,0.024958402662229616,0.545757071547421,0.5956738768718802,1,"John Henry Irons designs weapons for the military. When his project to create weapons that harmlessly neutralize soldiers is sabotaged, he leaves in disgust. When he sees gangs are using his weapons on the street, he uses his brains and his Uncle Joe's junkyard know-how to fight back, becoming a real man of ""steel."""
19,1679,Chairman of the Board (1998),Comedy,tt0118836,31535.0,21.0,74.0,7.0,36.0,7.0,37.0,0.0,14.0,0.0,8.0,204.0,0.4656862745098039,0.0392156862745098,0.42647058823529416,0.5049019607843137,1,"A surfer and inventor Edison is chosen by his roommates to raise rent with his outrageous (and absurd) inventions. There's no luck in job interviews until he meets billionaire Armand McMillan, who likes him, and leaves his company after his death to Edison. Edison has a lot of success with his inventions while the company's competitors do all they can to destroy him."
20,1707,Home Alone 3 (1997),Children|Comedy,tt0119303,9714.0,481.0,897.0,318.0,663.0,256.0,411.0,141.0,170.0,36.0,72.0,3445.0,0.4,0.031349782293178516,0.3686502177068215,0.43134978229317855,1,"Four high-tech industrial spies, Beaupre, Alice, Jernigan and Unger, steal a top-secret microchip, and, to fool customs, hide it in a remote-control toy car. Through a baggage mix-up at the airport, grumpy old Mrs.Hess gets the toy and gives it to her neighbor, 8-year-old Alex. Spies want to get the toy back before their clients get angry and decide to burglarize every house at Alex's street to find the chip. But Alex is prepared for their visit..."
21,1731,Mr. Magoo (1997),Comedy,tt0119718,9438.0,82.0,292.0,52.0,186.0,62.0,125.0,33.0,36.0,6.0,12.0,886.0,0.4221218961625282,0.02031602708803612,0.4018058690744921,0.4424379232505643,1,"Mr.Magoo is an eccentric millionaire with very bad eyesight who refuses to use eyeglasses and therefore always gets into trouble. During the museum robbery he accidentally gets a priceless gem called the Star of Kurdistan, and begins to trace the way for the arch-criminals whose idea was to steal the gem - Austin Cloquet and Ortega ""The Piranha"" Peru, while two federal agents Stupak and Anders lead the manhunt for Mr.Magoo himself."
22,1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,tt0118539,32302.0,131.0,263.0,33.0,92.0,28.0,62.0,16.0,24.0,9.0,10.0,668.0,0.5898203592814372,0.02844311377245509,0.561377245508982,0.6182634730538923,1,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans."
23,1760,Spice World (1997),Comedy,tt0120185,6116.0,538.0,943.0,213.0,508.0,197.0,410.0,109.0,181.0,28.0,66.0,3193.0,0.4638271218290009,0.029439398684622614,0.4343877231443784,0.4932665205136235,1,"Climb aboard the double decker Spice Bus and get ready for a madcap musical adventure with the sexy phenomenons of pop - the Spice Girls. An encounter with extra-terrestrials, a night in a haunted castle, and a moment of truth in a maternity ward are just a few of the escapades the endeavored upon as the Girls gear up for their first live concert at London's Royal Albert Hall."
24,1765,"Letter From Death Row, A (1998)",Crime|Drama,tt0119521,43911.0,3.0,8.0,1.0,4.0,0.0,6.0,0.0,2.0,1.0,6.0,31.0,0.3548387096774194,0.2258064516129032,0.12903225806451615,0.5806451612903226,1,"A psychological thriller (...or is it?) that takes you through the mind of convicted killer, Michael Raine, and his experiences on death row... or does it? Was he guilty of killing his girlfriend or was he a victim of a conspiracy to frame him for a crime he didn't commit? As the story unfolds...or does it? Jessica Foster, an assistant to the Governor of Tennessee begins to interview Raine while on death row, claiming that she's writing a book about the inmates...Or is she? Through various circumstances, Raine puts two and two together and builds a case that he believes can prove his innocence...or does he? Ms. Foster is the only one on the 'outside"" who can give Raine a voice, but is she working for those who framed him? As time draws near to the date of his execution, in his most desperate hour Raine finds the missing pieces to the puzzle to prove his innocence, but is it too late...? Was this story told from Raine's point of view or from the book writers or from yours, the viewer - you decide. All I know is - Damn I want that defense attorney when I'm on trial! Part of the Death Row Universe. Nominated for the little_cc 'Movie of the Decade' & loved among all 5 Poison fans."
25,1822,Meet the Deedles (1998),Children|Comedy,tt0120645,40688.0,11.0,69.0,12.0,39.0,9.0,28.0,5.0,9.0,1.0,4.0,187.0,0.427807486631016,0.026737967914438502,0.4010695187165775,0.4545454545454545,1,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.
26,1826,Barney's Great Adventure (1998),Adventure|Children,tt0120598,17644.0,147.0,201.0,11.0,34.0,4.0,28.0,2.0,10.0,1.0,6.0,444.0,0.7837837837837838,0.01576576576576576,0.7680180180180181,0.7995495495495495,1,"Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and kids start their chase for it."
27,1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy,tt0118577,78149.0,14.0,63.0,6.0,35.0,8.0,21.0,6.0,12.0,0.0,6.0,171.0,0.4502923976608187,0.03508771929824561,0.4152046783625731,0.4853801169590643,1,"Director Alan Smithee comes to Hollywood to make a movie. Due to a variety of factors, he decides to disown it and direct it under a pseudonym. Unfortunately, the Director's Guild requires that if a director disowns a movie in this fashion, he *must* use the official Director's Guild pseudonym...which happens to be Alan Smithee."
28,1980,Friday the 13th Part VII: The New Blood (1988),Horror,tt0095179,10281.0,109.0,344.0,47.0,227.0,95.0,201.0,45.0,79.0,6.0,28.0,1181.0,0.3835732430143946,0.028789161727349705,0.3547840812870449,0.4123624047417443,1,"Lying dormant at the bottom of Camp Crystal Lake, Jason Voorhees is released from his watery grave by a telekinetic girl. And so the killing begins again. Can she use her powers to stop Jason, or is he back for good?"
29,1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,tt0097388,10283.0,164.0,476.0,67.0,253.0,90.0,182.0,46.0,61.0,8.0,23.0,1370.0,0.4671532846715328,0.02262773722627737,0.44452554744525546,0.4897810218978102,1,"The graduating class of the local high school is going on a luxury cruise with Jason Voorhees as a stowaway. The heroine Rennie Wickham believes she was almost drowned by Jason as a child. Jason eventually sinks the boat and kills many of the students on it, but many of them escape to Manhattan. A long battle with Jason ensues until Jason is washed away in the New York sewers by a midnight flooding of toxic waste."
30,1984,Halloween III: Season of the Witch (1982),Horror,tt0085636,10676.0,135.0,392.0,56.0,219.0,63.0,182.0,49.0,85.0,11.0,43.0,1235.0,0.42672064777327934,0.0437246963562753,0.382995951417004,0.4704453441295546,1,"An apparent murder-suicide in a hospital emergency room leads to an investigation by the on-call doctor, which reveals a plot by an insane toymaker to kill as many people as possible during Halloween through an ancient Celtic ritual involving a stolen boulder from Stonehenge and Halloween masks."
31,1989,Prom Night III: The Last Kiss (1989),Horror,tt0098136,41828.0,27.0,92.0,5.0,32.0,4.0,20.0,2.0,6.0,3.0,2.0,193.0,0.616580310880829,0.02590673575129533,0.5906735751295337,0.6424870466321243,1,"Mary Lou, the prom queen burned to death by her boyfriend back in the fifties, has escaped from hell and is once again walking the hallways of Hamilton High School, looking for blood. She chooses as her escort in world of the living Alex, an average depressed student with dreams of one day becoming a doctor. As Mary Lou begins to get back into form, the body count starts climbing and the graduating class of Hamilton High is once again smaller than expected."
32,1990,Prom Night IV: Deliver Us From Evil (1992),Horror,tt0105179,41769.0,38.0,73.0,5.0,22.0,5.0,18.0,0.0,6.0,2.0,1.0,170.0,0.6529411764705882,0.017647058823529408,0.6352941176470588,0.6705882352941177,1,"Carrying on the Prom Night tradition, this film begins back at Hamilton High School on Prom Night in 1957. As a young couple are enjoying a romantic moment together in the back seat of a car, they are interrupted by Father Jonas, a priest who slashes and immolates the lovers. Thirty years later, Jonas gets loose from the chapel basement where the church fathers had been secretly keeping him locked up and drugged. As luck would have it, it's prom night again, and group of four students have unfortunately chosen Jonas's hideout as their secluded getaway spot."
33,1998,Exorcist II: The Heretic (1977),Horror,tt0076009,11586.0,97.0,364.0,67.0,275.0,73.0,171.0,34.0,54.0,14.0,17.0,1166.0,0.395368782161235,0.02658662092624357,0.3687821612349914,0.4219554030874786,1,"Dr. Gene Tuskin works with troubled children, perhaps none more troubled than Regan MacNeil, who suffers from bad dreams and repressed memories. The memories she represses are of the time she was possessed by a demon. Dr. Tuskin's invention, a device that hypnotizes two persons and links their minds together, reveals that the demon, named Pazuzu, still lurks within her. It is desperate to emerge again and wreak havoc. Meanwhile, Father Philip Lamont is ordered by his cardinal to investigate the death of Father Merrin, the priest who died while performing an exorcism on Regan. Father Lamont undertakes his task reluctantly. He feels unworthy of his assignment. He also feels that Evil is literally an entity and that this entity is winning the battle over Good. His investigation takes him to Africa where he locates another recipient of Merrin's exorcising and learns something fascinating and terrible about locusts."
34,2152,Air Bud: Golden Receiver (1998),Children|Comedy,tt0140796,21661.0,97.0,249.0,44.0,155.0,35.0,156.0,12.0,87.0,4.0,31.0,870.0,0.39770114942528734,0.040229885057471264,0.3574712643678161,0.4379310344827586,1,"Now in the 8th Grade, Josh discovers he has a great throwing arm and tries out for his school football team. It is then soon discovered that his dog, Buddy, can also make impossible catches, and the two become an unstoppable force. However, an evil duo of Russian circus-managers attempt to kidnap Buddy and use him as their main attraction, while the Timberwolves make it to the championship. Can Josh save Buddy before the big game?"
35,2258,"Master, The (1984)",Action,tt0087690,,3.0,20.0,1.0,10.0,2.0,7.0,0.0,7.0,0.0,2.0,52.0,0.4423076923076923,0.038461538461538464,0.40384615384615385,0.4807692307692307,1,N/A
36,2368,King Kong Lives (1986),Adventure|Sci-Fi,tt0091344,31947.0,24.0,183.0,23.0,114.0,22.0,58.0,3.0,14.0,1.0,11.0,453.0,0.456953642384106,0.026490066225165563,0.4304635761589404,0.4834437086092716,1,"A giant ape King Kong, which was shot and fell off the World Trade Center tower, appears to be alive, but is in coma for 10 years and desperately needs a blood transfusion in order to have an artificial heart implanted. Suddenly, in the rainforest, another gigantic ape is found - this time a female. She is brought to the USA, and the heart is successfully implanted. But then King Kong, having sensed the female ape, breaks loose."
37,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime,tt0095882,11825.0,307.0,786.0,179.0,453.0,190.0,356.0,150.0,186.0,54.0,62.0,2723.0,0.4013955196474477,0.0426000734484025,0.3587954461990452,0.4439955930958502,1,"The old Commandant Lassard, leader of the Police Academy (1984), goes to Florida to receive an award. In the city arrives also the cynic Captain Harris who wants to take Lassard's job. Harris wants to place himself in a favourable light in front of the high military hierarchy but, at the airport, Lassard exchanges his bag with another one..."
38,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime,tt0098105,11895.0,341.0,750.0,171.0,423.0,167.0,300.0,111.0,146.0,27.0,48.0,2484.0,0.4392109500805153,0.030193236714975844,0.4090177133655393,0.4694041867954912,1,"A string of business robberies have taken place in the city's Wilson Heights neighborhood, all done by the same three crooks. Captain Thaddeus Harris is no longer in the same precinct with a certain group of cops that he doesn't like. That's why Harris is so happy to be in the Wilson Heights precinct. But then The Mayor tells Harris that business in the city is plummeting because of the robberies. Since there appears to be a leak in Harris's precinct, the Governor has sent in a team to stop the Wilson Heights gang. Much to Harris's dismay, the team is led by Commandant Eric Lassard, so Harris knows who the team members are -- exactly the cops that he doesn't like. The team members are Nick Lassard, Moses Hightower, Eugene Tackleberry, Larvell Jones, Debbie Callahan, Laverne Hooks, and Douglas Fackler. The stakes are raised when Commandant Lassard is accused of being the mastermind behind the robberies, and the team must clear his name."
39,2386,Jerry Springer: Ringmaster (1998),Comedy|Drama,tt0165494,37536.0,108.0,254.0,25.0,124.0,21.0,78.0,13.0,22.0,2.0,10.0,657.0,0.5509893455098934,0.0182648401826484,0.532724505327245,0.5692541856925418,1,"Jerry Springer stars as more or less himself, the host of a raunchy, controversial and popular Los Angeles talk show which features everyday people with problems and who frequently vent their problems on the air. A new group of guests are flown in for one show who include white trailer trash from Sarasota FL; Connie, whose current husband has cheated on her with her nymphomaniac teenage daughter, Angel, for which Connie has gotten revenge by having sex with Angel's fiance; and from Detroit, black trash Starletta, whose boyfriend, Damone, has slept with all of her girlfriends. Soon the paths of all of these parties cross which leads to more sex, arguments, physical violence, and Jerry sweating out just another day."
40,2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy,tt0093072,14443.0,62.0,122.0,18.0,56.0,9.0,34.0,6.0,13.0,2.0,11.0,333.0,0.5525525525525525,0.03903903903903904,0.5135135135135135,0.5915915915915916,1,Seven disgusting kids but nevertheless of interesting personality are being made of the green mud coming out of garbage can. Once alive their master gives them rules to obey although they think that life is funnier without following stupid regulations like no television or no candy. Naturally this will cause some conflicts.
41,2452,"Gate II: Trespassers, The (1990)",Horror,tt0099636,40729.0,9.0,39.0,4.0,18.0,2.0,21.0,1.0,7.0,1.0,2.0,104.0,0.4615384615384616,0.02884615384615385,0.4326923076923077,0.4903846153846154,1,It's been five years since Terry's friend Glen discovered The Gate to hell in his backyard. Glen has now moved away and Terry begins practicing rituals in Glen's old house and eventually bringing back demons through The Gate and leading to demoniac possession and near world domination.
42,2461,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller,tt0099994,25018.0,47.0,140.0,16.0,87.0,27.0,75.0,20.0,32.0,3.0,17.0,464.0,0.4030172413793103,0.04310344827586207,0.3599137931034483,0.4461206896551724,1,"A couple encounters a perverted gas station attendant who threatens them with a shotgun. They take a deserted path in Texas to seek help, but only meet up with a cannibalistic clan interested in helping themselves to fresh meat."
43,2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,tt0110978,16780.0,114.0,214.0,40.0,84.0,30.0,62.0,26.0,44.0,7.0,13.0,634.0,0.5173501577287066,0.031545741324921134,0.4858044164037855,0.5488958990536278,1,"This is the twisted tale of Vilmer and his crazy family which includes the lovely Leatherface. They have pastime of killing and stuffing people. Unfortunately, Jenny and her friends run into Vilmer and his clan in the middle of the night in the middle of the woods."
44,2515,Children of the Corn II: The Final Sacrifice (1993),Horror,tt0106557,25748.0,48.0,167.0,38.0,101.0,25.0,75.0,15.0,25.0,5.0,12.0,511.0,0.4207436399217221,0.033268101761252444,0.3874755381604697,0.4540117416829745,1,"Belated sequel to the '84 film. 8 years after the first, authorities discover the mutilated bodies of adults in the secluded town of Gatlin, Nebraska and children hiding in the corn. Enter John Garrett (Terence Knox) and son Danny (Paul Scherrer) who head for Gatlin on a story and get caught up in this mess when an orphan named Micah (Ryan Bollman) is possessed by He Who Walks Behind The Rows."
45,2516,Children of the Corn III (1994),Horror,tt0109415,25749.0,54.0,174.0,24.0,66.0,23.0,64.0,11.0,22.0,5.0,6.0,449.0,0.5077951002227171,0.024498886414253896,0.4832962138084632,0.532293986636971,1,"Two young Gatlin residents are orphaned after the younger brother kills their father. So, the terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents. The younger brother (who by this point is established as the ""evil one"") bought some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bring He Who Walks Behind the Rows to the city. He winds up possessing his high school peers, and soon his older brother feels called to stop him."
46,2555,Baby Geniuses (1999),Comedy,tt0118665,22345.0,265.0,578.0,72.0,259.0,67.0,215.0,39.0,71.0,11.0,36.0,1613.0,0.5226286422814631,0.029138251704897707,0.4934903905765654,0.5517668939863608,1,"Dr. Elena Kinder and Dr. Heap work for BABYCO, the world's leading manufacturer in baby products. What the public doesn't know, however, is that Dr. Kinder and Dr. Heap are secretly working on cracking the code to ""baby talk"" which is actually a highly sophisticated language which allows babies to communicate the knowledge of the secrets of the universe with which they are born. Problems arise when Sly, the smartest of the babies, escapes from the lab and unites the babies of the outside world to help free the babies trapped in the lab. Kinder and Heap must find Sly before it is too late."
47,2631,Frogs for Snakes (1998),Comedy|Film-Noir|Thriller,tt0120680,95627.0,3.0,19.0,0.0,9.0,2.0,7.0,0.0,1.0,0.0,0.0,41.0,0.5365853658536586,0.0,0.5365853658536586,0.5365853658536586,1,"A group of unemployed theater actors survive by working as illegal money collectors. The loan shark they are working for owns an Off-Broadway theater. As he decided to play ""American Buffalo"" there, a bloody battle for the favorite roles begin."
